Mod:Item:MetaData, Localized Name
pickletweaks:golden_paxel, Golden Paxel
pickletweaks:diamond_paxel, Diamond Paxel
pickletweaks:aluminum_paxel, Aluminum Paxel
pickletweaks:copper_paxel, Copper Paxel
pickletweaks:tin_paxel, Tin Paxel
pickletweaks:bronze_paxel, Bronze Paxel
pickletweaks:lead_paxel, Lead Paxel
pickletweaks:silver_paxel, Silver Paxel
pickletweaks:nickel_paxel, Nickel Paxel
pickletweaks:invar_paxel, Invar Paxel
pickletweaks:constantan_paxel, Constantan Paxel
pickletweaks:electrum_paxel, Electrum Paxel
pickletweaks:steel_paxel, Steel Paxel
pickletweaks:platinum_paxel, Platinum Paxel
pickletweaks:flint_sword, Flint Sword
pickletweaks:flint_pickaxe, Flint Pickaxe
pickletweaks:flint_shovel, Flint Shovel
pickletweaks:flint_axe, Flint Axe
pickletweaks:flint_hoe, Flint Hoe
pickletweaks:flint_paxel, Flint Paxel
pickletweaks:flint_shears, Flint Shears
plustic:pipe_piece:0, Electrical Pipe Piece
plustic:pipe_piece:0, Energetic Pipe Piece
plustic:pipe_piece:0, Vibrant Pipe Piece
plustic:pipe_piece:0, Red Pipe Piece
plustic:pipe_piece:0, Conductive Pipe Piece
plustic:pipe_piece:0, Pulsating Pipe Piece
plustic:pipe_piece:0, Dark Pipe Piece
plustic:pipe_piece:0, Souled Pipe Piece
plustic:pipe_piece:0, Pipe Piece of the End
plustic:pipe_piece:0, Fake-Iron Pipe Piece
plustic:pipe_piece:0, Naga Scale Pipe Piece
plustic:pipe_piece:0, Steeleaf Pipe Piece
plustic:pipe_piece:0, Fiery Pipe Piece
plustic:pipe_piece:0, Knightly Pipe Piece
plustic:pipe_piece:0, Wooden Pipe Piece
plustic:pipe_piece:0, Stone Pipe Piece
plustic:pipe_piece:0, Flint Pipe Piece
plustic:pipe_piece:0, Cactus Pipe Piece
plustic:pipe_piece:0, Bone Pipe Piece
plustic:pipe_piece:0, Obsidian Pipe Piece
plustic:pipe_piece:0, Prismarine Pipe Piece
plustic:pipe_piece:0, End Pipe Piece
plustic:pipe_piece:0, Paper Pipe Piece
plustic:pipe_piece:0, Sponge Pipe Piece
plustic:pipe_piece:0, Firewood Pipe Piece
plustic:pipe_piece:0, Iron Pipe Piece
plustic:pipe_piece:0, Pig Iron Pipe Piece
plustic:pipe_piece:0, Knightslime Pipe Piece
plustic:pipe_piece:0, Slime Pipe Piece
plustic:pipe_piece:0, Slime Pipe Piece
plustic:pipe_piece:0, Magma Slime Pipe Piece
plustic:pipe_piece:0, Netherrack Pipe Piece
plustic:pipe_piece:0, Cobalt Pipe Piece
plustic:pipe_piece:0, Ardite Pipe Piece
plustic:pipe_piece:0, Manyullyn Pipe Piece
plustic:pipe_piece:0, Copper Pipe Piece
plustic:pipe_piece:0, Bronze Pipe Piece
plustic:pipe_piece:0, Lead Pipe Piece
plustic:pipe_piece:0, Silver Pipe Piece
plustic:pipe_piece:0, Electrum Pipe Piece
plustic:pipe_piece:0, Steel Pipe Piece
plustic:pipe_piece:0, Magical Wooden Pipe Piece
plustic:pipe_piece:0, Evil Infused Pipe Piece
plustic:pipe_piece:0, Enchanted Pipe Piece
plustic:pipe_piece:0, Demonic Pipe Piece
plustic:pipe_piece:0, Prosperity Shard Pipe Piece
plustic:pipe_piece:0, Soulium Pipe Piece
plustic:pipe_piece:0, Base Essence Pipe Piece
plustic:pipe_piece:0, Inferium Pipe Piece
plustic:pipe_piece:0, Prudentium Pipe Piece
plustic:pipe_piece:0, Intermedium Pipe Piece
plustic:pipe_piece:0, Superium Pipe Piece
plustic:pipe_piece:0, Supremium Pipe Piece
plustic:pipe_piece:0, Plastic Pipe Piece
plustic:pipe_piece:0, Pink Slime Pipe Piece
plustic:pipe_piece:0, Reinforced Pink Slime Pipe Piece
plustic:pipe_piece:0, Alumite Pipe Piece
plustic:pipe_piece:0, Nickel Pipe Piece
plustic:pipe_piece:0, Invar Pipe Piece
plustic:pipe_piece:0, Iridium Pipe Piece
plustic:pipe_piece:0, Sapphire Pipe Piece
plustic:pipe_piece:0, Ruby Pipe Piece
plustic:pipe_piece:0, Peridot Pipe Piece
plustic:pipe_piece:0, Lumium Pipe Piece
plustic:pipe_piece:0, Signalum Pipe Piece
plustic:pipe_piece:0, Platinum Pipe Piece
plustic:pipe_piece:0, Enderium Pipe Piece
plustic:pipe_piece:0, Black Quartz Pipe Piece
plustic:pipe_piece:0, Void Pipe Piece
plustic:pipe_piece:0, Enori Pipe Piece
plustic:pipe_piece:0, Palis Pipe Piece
plustic:pipe_piece:0, Restonia Pipe Piece
plustic:pipe_piece:0, Emeradic Pipe Piece
plustic:pipe_piece:0, Diamatine Pipe Piece
plustic:pipe_piece:0, Certus Quartz Pipe Piece
plustic:pipe_piece:0, Fluix Crystal Pipe Piece
plustic:pipe_piece:0, Mica Pipe Piece
plustic:pipe_piece:0, Litherite Pipe Piece
plustic:pipe_piece:0, Erodium Pipe Piece
plustic:pipe_piece:0, Kyronite Pipe Piece
plustic:pipe_piece:0, Pladium Pipe Piece
plustic:pipe_piece:0, Ionite Pipe Piece
plustic:pipe_piece:0, Aethium Pipe Piece
plustic:pipe_piece:0, Mirion Pipe Piece
plustic:pipe_piece:0, Livingwood Pipe Piece
plustic:pipe_piece:0, Manasteel Pipe Piece
plustic:pipe_piece:0, Elementium Pipe Piece
plustic:pipe_piece:0, Terrasteel Pipe Piece
plustic:pipe_piece:0, Emerald Pipe Piece
plustic:laser_medium:0, Stone Laser Medium
plustic:laser_medium:0, Prismarine Laser Medium
plustic:laser_medium:0, Blazerod Laser Medium
plustic:laser_medium:0, Endrod Laser Medium
plustic:laser_medium:0, Palis Laser Medium
plustic:laser_medium:0, Emeradic Laser Medium
plustic:laser_medium:0, Diamatine Laser Medium
plustic:laser_medium:0, Certus Quartz Laser Medium
plustic:laser_medium:0, Fluix Crystal Laser Medium
plustic:battery_cell:0, Stone Battery Cell
plustic:battery_cell:0, Manyullyn Battery Cell
plustic:battery_cell:0, Copper Battery Cell
plustic:battery_cell:0, Silver Battery Cell
plustic:battery_cell:0, Blazerod Battery Cell
plustic:battery_cell:0, Endrod Battery Cell
plustic:battery_cell:0, Nickel Battery Cell
plustic:battery_cell:0, Enori Battery Cell
plustic:battery_cell:0, Restonia Battery Cell
plustic:battery_cell:0, Fluix Crystal Battery Cell
plustic:laser_gun, Laser Gun
plustic:katana, Katana
plustic:mirionnugget, Mirion Nugget
plustic:mirioningot, Mirion Ingot
plustic:mirionblock, Mirion Block
portality:controller, Portal Controller
portality:frame, Portal Frame
portality:module_interdimensional, Interdimensional Module
portality:module_items:0, Item Module (Type: Input§r)
portality:module_items:1, Item Module (Type: Output§r)
portality:module_fluids:0, Fluid Module (Type: Input§r)
portality:module_fluids:1, Fluid Module (Type: Output§r)
portality:module_energy:0, Energy Module (Type: Input§r)
portality:module_energy:1, Energy Module (Type: Output§r)
portality:creative_creator, Creative Creator
quantumstorage:crate, Crate
quantumstorage:upgrade:0, Render Upgrade
quantumstorage:upgrade:1, Void Upgrade
quantumstorage:upgrade:2, Creative Upgrade
quantumstorage:upgrade:3, Infinite Water Upgrade
quantumstorage:quantum_battery, Quantum Battery
quantumstorage:quantum_bag, item.quantumstorage.quantum_bag.name
quantumstorage:remote, Inventory Remote
rftoolscontrol:rftoolscontrol_manual, RFTools Control Manual
rftoolscontrol:program_card, Program Card
rftoolscontrol:cpu_core_500, CPU Core B500
rftoolscontrol:cpu_core_1000, CPU Core S1000
rftoolscontrol:cpu_core_2000, CPU Core EX2000
rftoolscontrol:ram_chip, RAM Chip 8E
rftoolscontrol:network_card, Network Card
rftoolscontrol:advanced_network_card, Advanced Network Card
rftoolscontrol:card_base, Card Base
rftoolscontrol:crafting_card, Crafting Card
rftoolscontrol:token, Token
rftoolscontrol:network_identifier, Network Identifier
rftoolscontrol:graphics_card, Graphics Card
rftoolscontrol:variable_module, Variable Screen Module
rftoolscontrol:interaction_module, Interaction Screen Module
rftoolscontrol:console_module, Console Screen Module
rftoolscontrol:vectorart_module, Vector Art Screen Module
rftoolscontrol:programmer, Programmer
rftoolscontrol:processor, Processor
rftoolscontrol:node, Node
rftoolscontrol:craftingstation, Crafting Station
rftoolscontrol:workbench, Workbench
rftoolscontrol:tank, Multi Tank
rftoolsdim:dimlet_base, Dimlet Base Part
rftoolsdim:dimlet_control_circuit:0, Dimlet Control Circuit Rarity 0
rftoolsdim:dimlet_control_circuit:1, Dimlet Control Circuit Rarity 1
rftoolsdim:dimlet_control_circuit:2, Dimlet Control Circuit Rarity 2
rftoolsdim:dimlet_control_circuit:3, Dimlet Control Circuit Rarity 3
rftoolsdim:dimlet_control_circuit:4, Dimlet Control Circuit Rarity 4
rftoolsdim:dimlet_control_circuit:5, Dimlet Control Circuit Rarity 5
rftoolsdim:dimlet_control_circuit:6, Dimlet Control Circuit Rarity 6
rftoolsdim:dimlet_energy_module:0, Dimlet Basic Energy Module
rftoolsdim:dimlet_energy_module:1, Dimlet Regular Energy Module
rftoolsdim:dimlet_energy_module:2, Dimlet Advanced Energy Module
rftoolsdim:dimlet_memory_unit:0, Dimlet Basic Memory Unit
rftoolsdim:dimlet_memory_unit:1, Dimlet Regular Memory Unit
rftoolsdim:dimlet_memory_unit:2, Dimlet Advanced Memory Unit
rftoolsdim:dimlet_type_controller:0, Dimlet Biome Type Controller
rftoolsdim:dimlet_type_controller:1, Dimlet Liquid Type Controller
rftoolsdim:dimlet_type_controller:2, Dimlet Material Type Controller
rftoolsdim:dimlet_type_controller:3, Dimlet Mob Type Controller
rftoolsdim:dimlet_type_controller:4, Dimlet Sky Type Controller
rftoolsdim:dimlet_type_controller:5, Dimlet Structure Type Controller
rftoolsdim:dimlet_type_controller:6, Dimlet Terrain Type Controller
rftoolsdim:dimlet_type_controller:7, Dimlet Feature Type Controller
rftoolsdim:dimlet_type_controller:8, Dimlet Time Type Controller
rftoolsdim:dimlet_type_controller:9, Dimlet Digit Type Controller
rftoolsdim:dimlet_type_controller:10, Dimlet Effect Type Controller
rftoolsdim:dimlet_type_controller:11, Dimlet Special Type Controller
rftoolsdim:dimlet_type_controller:12, Dimlet Controller Type Controller
rftoolsdim:dimlet_type_controller:13, Dimlet Weather Type Controller
rftoolsdim:dimlet_type_controller:14, Dimlet Patreon Type Controller
rftoolsdim:structure_essence:0, Structure None Essence
rftoolsdim:structure_essence:1, Structure Village Essence
rftoolsdim:structure_essence:2, Structure Stronghold Essence
rftoolsdim:structure_essence:3, Structure Dungeon Essence
rftoolsdim:structure_essence:4, Structure Fortress Essence
rftoolsdim:structure_essence:5, Structure Mineshaft Essence
rftoolsdim:structure_essence:6, Structure Scattered Essence
rftoolsdim:structure_essence:7, Structure Ocean Monument Essence
rftoolsdim:structure_essence:8, Structure Swamp Hut Essence
rftoolsdim:structure_essence:9, Structure Desert Temple Essence
rftoolsdim:structure_essence:10, Structure Jungle Temple Essence
rftoolsdim:structure_essence:11, Structure Igloo Essence
rftoolsdim:known_dimlet:12, Controller Dimlet (Single)
rftoolsdim:known_dimlet:7, Feature Dimlet (None)
rftoolsdim:known_dimlet:12, Controller Dimlet (Default)
rftoolsdim:known_dimlet:1, Liquid Dimlet (Water)
rftoolsdim:known_dimlet:5, Structure Dimlet (None)
rftoolsdim:known_dimlet:10, Effect Dimlet (None)
rftoolsdim:known_dimlet:4, Sky Dimlet (Normal)
rftoolsdim:known_dimlet:4, Sky Dimlet (Normal day)
rftoolsdim:known_dimlet:2, Material Dimlet (Stone)
rftoolsdim:known_dimlet:6, Terrain Dimlet (Flat)
rftoolsdim:known_dimlet:4, Sky Dimlet (Normal night)
rftoolsdim:known_dimlet:8, Time Dimlet (Normal)
rftoolsdim:known_dimlet:6, Terrain Dimlet (Void)
rftoolsdim:known_dimlet:9, Digit Dimlet (9)
rftoolsdim:known_dimlet:9, Digit Dimlet (7)
rftoolsdim:known_dimlet:9, Digit Dimlet (8)
rftoolsdim:known_dimlet:13, Weather Dimlet (Default)
rftoolsdim:known_dimlet:9, Digit Dimlet (5)
rftoolsdim:known_dimlet:9, Digit Dimlet (6)
rftoolsdim:known_dimlet:9, Digit Dimlet (3)
rftoolsdim:known_dimlet:9, Digit Dimlet (4)
rftoolsdim:known_dimlet:9, Digit Dimlet (1)
rftoolsdim:known_dimlet:3, Mob Dimlet (Default)
rftoolsdim:known_dimlet:9, Digit Dimlet (2)
rftoolsdim:known_dimlet:9, Digit Dimlet (0)
rftoolsdim:efficiency_essence, Efficiency Essence
rftoolsdim:mediocre_efficiency_essence, Mediocre Efficiency Essence
rftoolsdim:empty_dimension_tab, Empty Dimension Tab
rftoolsdim:realized_dimension_tab, Realized Dimension Tab
rftoolsdim:dimlet_template, Dimlet Template
rftoolsdim:dimlet_parcel, Dimlet Parcel
rftoolsdim:rftoolsdim_manual, RFTools Dimension Manual
rftoolsdim:dimension_monitor, Dimension Monitor
rftoolsdim:dimension_module, Dimension Screen Module
rftoolsdim:phased_field_generator, Phased Field Generator
rftoolsdim:dimensional_blank_block, Dimensional Blank Block
rftoolsdim:dimensional_block, Dimensional Block
rftoolsdim:dimensional_cross2_block, Dimensional Cross 2 Block
rftoolsdim:dimensional_cross_block, Dimensional Cross Block
rftoolsdim:dimensional_pattern1_block, Dimensional Pattern 1 Block
rftoolsdim:dimensional_pattern2_block, Dimensional Pattern 2 Block
rftoolsdim:dimensional_small_blocks, Dimensional Small Blocks
rftoolsdim:dimension_enscriber, Dimension Enscriber
rftoolsdim:dimension_builder, Dimension Builder
rftoolsdim:dimension_editor, Dimension Editor
rftoolsdim:dimlet_workbench, Dimlet Workbench
rftoolsdim:activity_probe, Activity Probe
rftoolsdim:energy_extractor, Energy Extractor
rftoolsdim:material_absorber, Material Absorber
rftoolsdim:liquid_absorber, Liquid Absorber
rftoolsdim:biome_absorber, Biome Absorber
rftoolsdim:terrain_absorber, Terrain Absorber
rftoolsdim:feature_absorber, Feature Absorber
rftoolsdim:time_absorber, Time Absorber
rftoolsdim:fake_water, retaW
rftoolsdim:fake_gravel, levarG
rftoolsdim:fake_sand, dnaS
rftoolspower:power_core1, Power Core (Low)
rftoolspower:power_core2, Power Core (Medium)
rftoolspower:power_core3, Power Core (High)
rftoolspower:cell1, Powercell (Low)
rftoolspower:cell2, Powercell (Medium)
rftoolspower:cell3, Powercell (High)
rftoolspower:information_screen, Information Screen
roost:roost, Roost
roost:breeder, Chicken Breeder
roost:collector, Roost Collector
roost:catcher, Chicken Catcher
roost:chicken:0, Chicken
roost:chicken:0, Ink Black Chicken
roost:chicken:0, Lapis Blue Chicken
roost:chicken:0, Flint Chicken
roost:chicken:0, Cactus Green Chicken
roost:chicken:0, Log Chicken
roost:chicken:0, Nether Quartz Chicken
roost:chicken:0, Red Chicken
roost:chicken:0, Sand Chicken
roost:chicken:0, Smart Chicken
roost:chicken:0, Bone White Chicken
roost:chicken:0, Yellow Chicken
roost:chicken:0, Soul Sand Chicken
roost:chicken:0, Cocoa Brown Chicken
roost:chicken:0, Coal Chicken
roost:chicken:0, Cyan Chicken
roost:chicken:0, Glowstone Chicken
roost:chicken:0, Gray Chicken
roost:chicken:0, Gunpowder Chicken
roost:chicken:0, Iron Chicken
roost:chicken:0, Light Blue Chicken
roost:chicken:0, Lime Chicken
roost:chicken:0, Orange Chicken
roost:chicken:0, Pink Chicken
roost:chicken:0, Purple Chicken
roost:chicken:0, Redstone Chicken
roost:chicken:0, Snowball Chicken
roost:chicken:0, String Chicken
roost:chicken:0, Clay Chicken
roost:chicken:0, Glass Chicken
roost:chicken:0, Gold Chicken
roost:chicken:0, Lava Chicken
roost:chicken:0, Leather Chicken
roost:chicken:0, Magenta Chicken
roost:chicken:0, Nether Wart Chicken
roost:chicken:0, Light Gray Chicken
roost:chicken:0, Water Chicken
roost:chicken:0, Blaze Rod Chicken
roost:chicken:0, Diamond Chicken
roost:chicken:0, Slime Chicken
roost:chicken:0, Obsidian Chicken
roost:chicken:0, Prismarine Shard Chicken
roost:chicken:0, Emerald Chicken
roost:chicken:0, Ender Pearl Chicken
roost:chicken:0, Ghast Tear Chicken
roost:chicken:0, Magma Cream Chicken
roost:chicken:0, Prismarine Crystal Chicken
rsgauges:flatgauge1, Redstone gauge (big analog voltmeter)
rsgauges:flatgauge2, Redstone gauge (big analog bar)
rsgauges:flatgauge3, Redstone gauge (small digital display)
rsgauges:flatgauge4, Redstone gauge (glass bar)
rsgauges:flatgauge5, Redstone gauge (glass tube)
rsgauges:flatgauge6, Redstone gauge (small analog voltmeter)
rsgauges:gauge_rustic2, Redstone gauge (rustic circular wall meter)
rsgauges:indicator1, Redstone indicator (small square green light)
rsgauges:indicator2, Redstone indicator (small square yellow light)
rsgauges:indicator3, Redstone indicator (small square red light)
rsgauges:indicator_led_white, Redstone indicator (small square white light)
rsgauges:indicator1blink1, Redstone indicator (blinking small square green light)
rsgauges:indicator2blink1, Redstone indicator (blinking small square yellow light)
rsgauges:indicator3blink1, Redstone indicator (blinking small square red light)
rsgauges:indicator_led_white_blink, Redstone indicator (blinking small square white light)
rsgauges:indicator4, Redstone indicator (red alarm lamp)
rsgauges:soundindicator1, Redstone sound indicator (alarm siren)
rsgauges:indicator_rustic_flag, Redstone indicator (small rustic flag semaphore)
rsgauges:bistableswitch1, Bistable redstone switch (rotary machine switch)
rsgauges:bistableswitch2, Bistable redstone switch (Frankenstein lever)
rsgauges:bistableswitch3, Bistable redstone switch (machine switch)
rsgauges:bistableswitch4, Bistable redstone switch (small light flip switch)
rsgauges:bistableswitch5, Bistable redstone switch (ESTOP button)
rsgauges:bistableswitch6, Bistable redstone switch (hopper blocker switch)
rsgauges:bistableswitch7, Bistable redstone switch (mechanical rotary lever)
rsgauges:bistableswitch8, Bistable redstone switch (mechanical lever)
rsgauges:bistableswitch_oldfancy1, Bistable redstone switch (old fancy straight lever)
rsgauges:bistableswitch_oldfancy2, Bistable redstone switch (old fancy angular lever)
rsgauges:bistableswitch_oldfancy3, Bistable redstone switch (old fancy bent lever)
rsgauges:bistableswitch_oldfancy4, Bistable redstone switch (old fancy slide sphere connector)
